sigla_uf,id_municipio,situacao,ano_atendimento,concessionaria,tecnologia,capacidade_backhaul,capacidade_ocupada,capacidade_disponivel
CE,2312809,Atendido,2008,TELEMAR/CE,Fibra,8,8,0
CE,2313005,Atendido,2008,TELEMAR/CE,Rádio,8,8,0
CE,2313559,Atendido,2008,TELEMAR/CE,Fibra,8,8,0
CE,2313757,Atendido,2008,TELEMAR/CE,Rádio,8,8,0
CE,2313906,Atendido,2008,TELEMAR/CE,Fibra,8,8,0
CE,2313955,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
RN,2400109,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2400307,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2400406,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2400505,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2400703,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2400802,Atendido,2009,TELEMAR/RN,Fibra,8,8,0
RN,2400901,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2401206,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2401404,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2401453,Atendido,2008,TELEMAR/RN,Rádio,16,8,8
RN,2401602,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2401701,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2401800,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2401859,Atendido,2010,TELEMAR/RN,Fibra,8,8,0
RN,2402105,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2402303,Atendido,2009,TELEMAR/RN,Fibra,34,8,26
RN,2402402,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2402501,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2402709,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2402907,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2403004,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2403301,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2403509,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2403905,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2404309,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2404408,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2404507,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2404705,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2404853,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2404903,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2405108,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2405306,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2405603,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2405702,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2405900,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2406106,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2406205,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2406304,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2406502,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2406601,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2406700,Atendido,2009,TELEMAR/RN,Fibra,8,8,0
RN,2406809,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2407252,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2407302,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2407708,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2408409,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2408508,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2408607,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2409100,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2409308,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2409704,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2409803,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2409902,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2410207,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2410306,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2410504,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2410603,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2410801,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2410900,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2411007,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2411056,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2411601,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2411908,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2412104,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2412302,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2412401,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2412609,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2412708,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2412807,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2413003,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2413201,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2413607,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2414001,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2414100,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2414209,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2414308,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2414506,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2414605,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2414704,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
RN,2414753,Atendido,2010,TELEMAR/RN,Rádio,8,8,0
RN,2414803,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
RN,2415008,Atendido,2008,TELEMAR/RN,Rádio,8,8,0
PB,2500106,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2500502,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2500577,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2500601,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2500809,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
PB,2500908,Atendido,2008,TELEMAR/PB,Fibra,8,8,0
PB,2501203,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2501302,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2501401,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2501500,Atendido,2009,TELEMAR/PB,Fibra,16,8,8
PB,2501609,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2501906,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
PB,2502003,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2502052,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2502151,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2502300,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2502508,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2502607,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2502805,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2502904,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2503100,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2503506,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2504108,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2504405,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2504801,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2504900,Atendido,2008,TELEMAR/PB,Fibra,8,8,0
PB,2505204,Atendido,2008,TELEMAR/PB,Fibra,8,8,0
PB,2505709,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2505808,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2506103,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2506400,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2506509,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2506608,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2506806,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
PB,2507101,Atendido,2008,TELEMAR/PB,Fibra,8,8,0
PB,2507200,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2507309,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2507408,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2507606,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2507705,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2507903,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2508000,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2508109,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2508208,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2508604,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2508802,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2509156,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2509206,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2509305,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2509503,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2509800,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2509909,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2510105,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2510402,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2510501,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2510600,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2511004,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2511202,Atendido,2009,TELEMAR/PB,Rádio,16,8,8
PB,2511301,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2511400,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2511509,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
PB,2511806,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
PB,2511905,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2512002,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2512408,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2512705,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
PB,2513208,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2513307,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2513406,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2513943,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2513984,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2514206,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2514305,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2514404,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2514503,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2514909,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2515104,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
PB,2515500,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2515807,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2515906,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2516102,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2516151,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2516300,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PB,2516508,Atendido,2008,TELEMAR/PB,Rádio,8,8,0
PB,2516805,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2516904,Atendido,2010,TELEMAR/PB,Rádio,8,8,0
PB,2517001,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
PE,2600203,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2600609,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2601052,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2601300,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2601508,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2603108,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2603207,Atendido,2009,TELEMAR/PE,Rádio,16,8,8
PE,2603504,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2603900,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2603926,Atendido,2010,TELEMAR/PE,Rádio,8,8,0
PE,2604155,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2604304,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2604403,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2604502,Atendido,2008,TELEMAR/PE,Rádio,16,8,8
PE,2604700,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2604908,Atendido,2009,TELEMAR/PE,Rádio,16,8,8
PE,2605152,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2605509,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2605806,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2606903,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2607000,Atendido,2009,TELEMAR/PE,Fibra,22,8,14
PE,2607406,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2607604,Atendido,2008,TELEMAR/PE,Fibra,100,8,92
PE,2607703,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2607802,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2608008,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2608057,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2608206,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2608305,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2608404,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2608453,Atendido,2008,TELEMAR/PE,Fibra,8,8,0
PE,2608701,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2609105,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2609204,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2609303,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2609808,Atendido,2010,TELEMAR/PE,Fibra,8,8,0
PE,2610103,Atendido,2009,TELEMAR/PE,Fibra,8,8,0
PE,2611200,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2611408,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2612000,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2613305,Atendido,2009,TELEMAR/PE,Rádio,16,8,8
PE,2613404,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2613800,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2614006,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2614303,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2614402,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2614709,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2614857,Atendido,2009,TELEMAR/PE,Fibra,150,8,142
PE,2615508,Atendido,2008,TELEMAR/PE,Rádio,8,8,0
PE,2615706,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2615904,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2616001,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
PE,2616209,Atendido,2008,TELEMAR/PE,Fibra,8,8,0
PE,2616506,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
AL,2700102,Atendido,2010,TELEMAR/AL,Rádio,16,8,8
AL,2700201,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2700508,Atendido,2008,TELEMAR/AL,Fibra,8,8,0
AL,2700607,Atendido,2008,TELEMAR/AL,Rádio,8,8,0
AL,2700706,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2700805,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2701357,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2701605,Atendido,2010,TELEMAR/AL,Rádio,8,8,0
AL,2701704,Atendido,2008,TELEMAR/AL,Fibra,8,8,0
AL,2702009,Atendido,2008,TELEMAR/AL,Rádio,8,8,0
AL,2702108,Atendido,2009,TELEMAR/AL,Rádio,16,8,8
AL,2702207,Atendido,2008,TELEMAR/AL,Rádio,8,8,0
AL,2702603,Atendido,2009,TELEMAR/AL,Rádio,16,8,8
AL,2702702,Atendido,2008,TELEMAR/AL,Rádio,8,8,0
AL,2703601,Atendido,2008,TELEMAR/AL,Fibra,8,8,0
AL,2703759,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2704104,Atendido,2008,TELEMAR/AL,Rádio,16,8,8
AL,2704203,Atendido,2008,TELEMAR/AL,Rádio,16,8,8
AL,2705200,Atendido,2008,TELEMAR/AL,Rádio,8,8,0
AL,2705408,Atendido,2010,TELEMAR/AL,Rádio,8,8,0
AL,2705606,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2705804,Atendido,2010,TELEMAR/AL,Rádio,8,8,0
AL,2706000,Atendido,2010,TELEMAR/AL,Rádio,8,8,0
AL,2706109,Atendido,2010,TELEMAR/AL,Rádio,8,8,0
AL,2706208,Atendido,2010,TELEMAR/AL,Rádio,8,8,0
AL,2706422,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2706448,Atendido,2008,TELEMAR/AL,Fibra,8,8,0
AL,2706505,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2707404,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2707503,Atendido,2008,TELEMAR/AL,Fibra,16,8,8
AL,2707602,Atendido,2008,TELEMAR/AL,Fibra,8,8,0
AL,2707909,Atendido,2008,TELEMAR/AL,Rádio,8,8,0
AL,2708709,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2708907,Atendido,2008,TELEMAR/AL,Rádio,8,8,0
AL,2709004,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
AL,2709103,Atendido,2009,TELEMAR/AL,Rádio,8,8,0
SE,2800407,Atendido,2009,TELEMAR/SE,Rádio,8,8,0
SE,2800506,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2801009,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2801108,Atendido,2009,TELEMAR/SE,Rádio,8,8,0
SE,2801504,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2801603,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2801702,Atendido,2010,TELEMAR/SE,Rádio,8,8,0
SE,2802007,Atendido,2009,TELEMAR/SE,Rádio,8,8,0
SE,2802304,Atendido,2008,TELEMAR/SE,Rádio,8,8,0
SE,2802502,Atendido,2009,TELEMAR/SE,Rádio,8,8,0
SE,2802700,Atendido,2009,TELEMAR/SE,Rádio,8,8,0
SE,2803104,Atendido,2010,TELEMAR/SE,Rádio,8,8,0
SE,2803302,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2803401,Atendido,2009,TELEMAR/SE,Rádio,8,8,0
SE,2803906,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2804003,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2804102,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2804300,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2804458,Atendido,2009,TELEMAR/SE,Rádio,8,8,0
SE,2804706,Atendido,2010,TELEMAR/SE,Rádio,8,8,0
SE,2804904,Atendido,2008,TELEMAR/SE,Rádio,8,8,0
SE,2805109,Atendido,2009,TELEMAR/SE,Rádio,8,8,0
SE,2805307,Atendido,2008,TELEMAR/SE,Rádio,8,8,0
SE,2805802,Atendido,2008,TELEMAR/SE,Rádio,16,8,8
SE,2805901,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2806008,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2806107,Atendido,2008,TELEMAR/SE,Fibra,8,8,0
SE,2806800,Atendido,2008,TELEMAR/SE,Rádio,8,8,0
SE,2807204,Atendido,2010,TELEMAR/SE,Rádio,8,8,0
BA,2900108,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2900306,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2900355,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2900405,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2900504,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2900900,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2901205,Atendido,2010,TELEMAR/BA,Rádio,16,8,8
BA,2901304,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2901353,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2901403,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2901601,Atendido,2009,TELEMAR/BA,Fibra,8,8,0
BA,2901809,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2901908,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2901957,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2902005,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2902054,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2902203,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2902252,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2902401,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2902500,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2902609,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2902658,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2903003,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2903102,Atendido,2010,TELEMAR/BA,Fibra,8,8,0
BA,2903235,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2903276,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2903300,Atendido,2010,TELEMAR/BA,Fibra,8,8,0
BA,2903607,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2904001,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2904209,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2904308,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2904803,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2904852,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2905305,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2905503,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2906402,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2906600,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2906824,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2906857,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2907004,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2907558,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2907608,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2907905,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2908101,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2908309,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2908705,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2909000,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2909406,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2909604,Atendido,2009,TELEMAR/BA,Rádio,16,8,8
BA,2909703,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2910008,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2910305,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2910750,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2910859,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2910909,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2911006,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2911402,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2911501,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2912202,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2912301,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2912400,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2912509,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2912806,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2913101,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2913309,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2913408,Atendido,2010,TELEMAR/BA,Fibra,8,8,0
BA,2913457,Atendido,2009,TELEMAR/BA,Fibra,8,8,0
BA,2913804,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2914109,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2914208,Atendido,2010,TELEMAR/BA,Fibra,8,8,0
BA,2914406,Atendido,2009,TELEMAR/BA,Rádio,16,8,8
BA,2915007,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2915106,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2915205,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2915304,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2915403,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2915700,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2915908,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2916005,Atendido,2009,TELEMAR/BA,Rádio,16,8,8
BA,2916203,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2916302,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2916500,Atendido,2009,TELEMAR/BA,Rádio,16,8,8
BA,2916609,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2916708,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2916856,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2916906,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2917003,Atendido,2009,TELEMAR/BA,Fibra,16,8,8
BA,2917201,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2917359,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2917409,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2917805,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2917904,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2918209,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
