id,ano,total_pago,media_pago,total_beneficiarios,media_beneficiarios
4308250,2024,388155.0,35286.818181818184,620,56.36363636363637
4308300,2023,8619488.0,861948.8,13247,1324.7
4308300,2024,10010345.0,910031.3636363636,15461,1405.5454545454545
4308409,2023,4203094.0,420309.4,6392,639.2
4308409,2024,4958659.0,450787.1818181818,7526,684.1818181818181
4308433,2023,256076.0,25607.6,411,41.1
4308433,2024,260682.0,23698.363636363636,430,39.09090909090909
4308458,2023,1385853.0,138585.3,2087,208.7
4308458,2024,1468432.0,133493.81818181818,2207,200.63636363636363
4308508,2023,6263971.0,626397.1,9422,942.2
4308508,2024,7872464.0,715678.5454545454,11941,1085.5454545454545
4308607,2023,2145677.0,214567.7,3173,317.3
4308607,2024,2773418.0,252128.9090909091,4215,383.1818181818182
4308656,2023,1549555.0,154955.5,2347,234.7
4308656,2024,1976107.0,179646.0909090909,2954,268.54545454545456
4308706,2023,653569.0,65356.9,1032,103.2
4308706,2024,742715.0,67519.54545454546,1213,110.27272727272727
4308805,2023,4953814.0,495381.4,7837,783.7
4308805,2024,5196405.0,472400.45454545453,8251,750.0909090909091
4308854,2023,439989.0,43998.9,669,66.9
4308854,2024,389170.0,35379.09090909091,613,55.72727272727273
4308904,2023,1724424.0,172442.4,2472,247.2
4308904,2024,2569643.0,233603.9090909091,3651,331.90909090909093
4309001,2023,10348315.0,1034831.5,16757,1675.7
4309001,2024,11826900.0,1075172.7272727273,18915,1719.5454545454545
4309050,2023,2310770.0,231077.0,3465,346.5
4309050,2024,2669214.0,242655.81818181818,4065,369.54545454545456
4309100,2023,6393059.0,639305.9,9757,975.7
4309100,2024,8217425.0,747038.6363636364,12588,1144.3636363636363
4309126,2023,1628775.0,162877.5,2484,248.4
4309126,2024,1971706.0,179246.0,2995,272.27272727272725
4309159,2023,1245785.0,124578.5,1860,186.0
4309159,2024,1457025.0,132456.81818181818,2190,199.0909090909091
4309209,2023,110576447.0,11057644.7,168951,16895.1
4309209,2024,128220087.0,11656371.545454545,195232,17748.363636363636
4309258,2023,149445.0,14944.5,218,21.8
4309258,2024,210056.0,19096.0,302,27.454545454545453
4309308,2023,41260224.0,4126022.4,63386,6338.6
4309308,2024,51003430.0,4636675.454545454,77455,7041.363636363636
4309407,2023,3405066.0,340506.6,5057,505.7
4309407,2024,4880630.0,443693.63636363635,7242,658.3636363636364
4309506,2023,2671983.0,267198.3,4232,423.2
4309506,2024,2654424.0,241311.27272727274,4235,385.0
4309555,2023,316620.0,31662.0,502,50.2
4309555,2024,432835.0,39348.63636363636,676,61.45454545454545
4309571,2023,899582.0,89958.2,1344,134.4
4309571,2024,1141637.0,103785.18181818182,1726,156.9090909090909
4309605,2023,2816546.0,281654.6,4404,440.4
4309605,2024,3336040.0,303276.36363636365,5308,482.54545454545456
4309654,2023,6422040.0,642204.0,9701,970.1
4309654,2024,7243026.0,658456.9090909091,10826,984.1818181818181
4309704,2023,727025.0,72702.5,1101,110.1
4309704,2024,946795.0,86072.27272727272,1424,129.45454545454547
4309753,2023,1531319.0,153131.9,2529,252.9
4309753,2024,1406181.0,127834.63636363637,2456,223.27272727272728
